"uid"	"qRad"	"qLat"	"qLong"	"qString"	"block"	"isDone"	"timLocs"
"35250759"	227.968399169129	43.25013	-79.80011	"43.25013,-79.80011"	13	FALSE	""
"35180426"	168.420000857833	43.84726	-79.09295	"43.84726,-79.09295"	13	FALSE	""
"59410314"	5731.70804855432	52.08739	-121.87135	"52.08739,-121.87135"	13	FALSE	""
"35060488"	575.117558650302	45.34121	-75.76277	"45.34121,-75.76277"	13	FALSE	""
"48070113"	814.012713127737	52.74663	-111.53882	"52.74663,-111.53882"	13	FALSE	""
"13050182"	440.181110045261	45.3191	-66.19597	"45.3191,-66.19597"	13	FALSE	""
"35201903"	310.913918042085	43.73911	-79.54554	"43.73911,-79.54554"	13	FALSE	""
"35204810"	179.722044647131	43.8109	-79.20739	"43.8109,-79.20739"	13	FALSE	""
"24310127"	4820.47590538686	46.19342	-71.46692	"46.19342,-71.46692"	13	FALSE	""
"59170439"	544.922400434652	48.46165	-123.50461	"48.46165,-123.50461"	13	FALSE	""
"47020166"	484.74356157401	49.16314	-104.4563	"49.16314,-104.4563"	13	FALSE	""
"35260836"	787.364021016375	43.07775	-79.14181	"43.07775,-79.14181"	13	FALSE	""
"35150117"	235.659946727504	44.31346	-78.31795	"44.31346,-78.31795"	13	FALSE	""
"24660412"	399.101011588577	45.5771	-73.62235	"45.5771,-73.62235"	13	FALSE	""
"24580372"	190.329710316636	45.45041	-73.47354	"45.45041,-73.47354"	13	FALSE	""
"24490268"	246.467995874461	45.90161	-72.50933	"45.90161,-72.50933"	13	FALSE	""
"48060590"	233.813342702848	51.03233	-114.09201	"51.03233,-114.09201"	13	FALSE	""
"47150249"	428.012455074451	53.17942	-105.76093	"53.17942,-105.76093"	13	FALSE	""
"10030098"	2197.57666736435	47.87198	-55.72055	"47.87198,-55.72055"	13	FALSE	""
"24430074"	174.989139900512	45.41244	-71.93269	"45.41244,-71.93269"	13	FALSE	""
"35200585"	123.029904635867	43.67985	-79.32745	"43.67985,-79.32745"	13	FALSE	""
"46110034"	274.10000679243	49.94401	-97.13591	"49.94401,-97.13591"	13	FALSE	""
"59350276"	1229.6594097337	49.90029	-119.354	"49.90029,-119.354"	13	FALSE	""
"35300771"	680.455550590723	43.47342	-80.77384	"43.47342,-80.77384"	13	FALSE	""
"46110124"	180.002003243609	49.89838	-97.17242	"49.89838,-97.17242"	13	FALSE	""
"35300035"	446.828528136957	43.46382	-80.55147	"43.46382,-80.55147"	13	FALSE	""
"35280333"	2839.78663849436	42.96462	-80.20884	"42.96462,-80.20884"	13	FALSE	""
"35150321"	648.153650233899	44.29408	-78.36259	"44.29408,-78.36259"	13	FALSE	""
"35260261"	241.771611588293	42.99052	-79.23967	"42.99052,-79.23967"	13	FALSE	""
"48062102"	8025.81888286537	51.82869	-114.87549	"51.82869,-114.87549"	13	FALSE	""
"59152248"	223.986818957548	49.13208	-122.84846	"49.13208,-122.84846"	13	FALSE	""
"46110954"	379.668144793914	49.77652	-97.16615	"49.77652,-97.16615"	13	FALSE	""
"24661961"	240.897963365368	45.5169	-73.58541	"45.5169,-73.58541"	13	FALSE	""
"59210438"	1587.54964736011	49.11842	-123.85566	"49.11842,-123.85566"	13	FALSE	""
"59150141"	359.739654009057	49.33106	-123.07499	"49.33106,-123.07499"	13	FALSE	""
"35190371"	212.464166601554	43.79964	-79.41848	"43.79964,-79.41848"	13	FALSE	""
"59152982"	284.752078278036	49.27183	-122.80774	"49.27183,-122.80774"	13	FALSE	""
"35010232"	332.867203185184	45.01412	-74.7667	"45.01412,-74.7667"	13	FALSE	""
"24230267"	591.926311484067	46.80358	-71.25432	"46.80358,-71.25432"	13	FALSE	""
"24660293"	197.05901771397	45.602	-73.57992	"45.602,-73.57992"	13	FALSE	""
"24670219"	265.189288965769	45.39711	-73.57482	"45.39711,-73.57482"	13	FALSE	""
"12110082"	1325.34874918076	45.39654	-64.3343	"45.39654,-64.3343"	13	FALSE	""
"59154007"	352.156607622784	49.28823	-122.82493	"49.28823,-122.82493"	13	FALSE	""
"24920098"	50000	49.95049	-71.70919	"49.95049,-71.70919"	13	FALSE	""
"35204642"	241.349937672262	43.66268	-79.49526	"43.66268,-79.49526"	13	FALSE	""
"24170065"	7417.4858146889	46.88098	-69.92455	"46.88098,-69.92455"	13	FALSE	""
"24710051"	564.935979076022	45.37814	-73.9963	"45.37814,-73.9963"	13	FALSE	""
"59030196"	243.882156975151	49.28778	-117.62531	"49.28778,-117.62531"	13	FALSE	""
"59153369"	446.562716735563	49.23584	-122.85627	"49.23584,-122.85627"	13	FALSE	""
"46110079"	69.0564813676856	49.8974	-97.14862	"49.8974,-97.14862"	13	FALSE	""
"35360204"	283.912994771731	42.58698	-82.18425	"42.58698,-82.18425"	13	FALSE	""
"48111756"	364.777570424897	52.97576	-113.34765	"52.97576,-113.34765"	13	FALSE	""
"24700108"	351.898370887536	45.27418	-74.13893	"45.27418,-74.13893"	13	FALSE	""
"35300902"	541.20014694709	43.44165	-80.41219	"43.44165,-80.41219"	13	FALSE	""
"35390801"	331.275999918422	43.16806	-81.68027	"43.16806,-81.68027"	13	FALSE	""
"59150289"	192.871127446729	49.27714	-122.98621	"49.27714,-122.98621"	13	FALSE	""
"59152095"	203.086026269676	49.13701	-122.88145	"49.13701,-122.88145"	13	FALSE	""
"35430593"	338.672561304828	44.74187	-79.86017	"44.74187,-79.86017"	13	FALSE	""
"35390103"	335.645560397093	42.97471	-81.1969	"42.97471,-81.1969"	13	FALSE	""
"46150067"	455.055670350384	50.44988	-101.29352	"50.44988,-101.29352"	13	FALSE	""
"24330081"	3850.29221346661	46.41338	-71.74714	"46.41338,-71.74714"	13	FALSE	""
"24661836"	117.473346965345	45.52405	-73.58141	"45.52405,-73.58141"	13	FALSE	""
"46111076"	188.228993059955	49.85801	-97.31528	"49.85801,-97.31528"	13	FALSE	""
"35300446"	163.926712074062	43.44897	-80.44069	"43.44897,-80.44069"	13	FALSE	""
"35202301"	211.188370947432	43.70959	-79.44224	"43.70959,-79.44224"	13	FALSE	""
"13030066"	510.56526137242	45.84892	-66.48226	"45.84892,-66.48226"	13	FALSE	""
"24660364"	220.020592464314	45.56672	-73.60259	"45.56672,-73.60259"	13	FALSE	""
"35430608"	306.62383628374	44.74403	-79.81036	"44.74403,-79.81036"	13	FALSE	""
"35060931"	198.225693739406	45.39253	-75.62466	"45.39253,-75.62466"	13	FALSE	""
"35431179"	218.761086746511	44.60397	-79.42697	"44.60397,-79.42697"	13	FALSE	""
"35140158"	192.699037729916	43.9608	-78.16602	"43.9608,-78.16602"	13	FALSE	""
"35201429"	183.987413681647	43.65312	-79.41522	"43.65312,-79.41522"	13	FALSE	""
"46110367"	483.515815612944	49.85798	-97.20841	"49.85798,-97.20841"	13	FALSE	""
"35210704"	140.698625587034	43.55989	-79.65962	"43.55989,-79.65962"	13	FALSE	""
"35430648"	193.099646139164	44.40798	-79.72332	"44.40798,-79.72332"	13	FALSE	""
"46150075"	4596.02945618006	50.33094	-100.34294	"50.33094,-100.34294"	13	FALSE	""
"35150098"	209.913579376689	44.27868	-78.31309	"44.27868,-78.31309"	13	FALSE	""
"35201152"	117.26111085335	43.6783	-79.44085	"43.6783,-79.44085"	13	FALSE	""
"35560270"	216.580926276915	48.75615	-80.68704	"48.75615,-80.68704"	13	FALSE	""
"35300842"	328.211856442509	43.45559	-80.49737	"43.45559,-80.49737"	13	FALSE	""
"35480030"	573.142850676217	46.31928	-79.43511	"46.31928,-79.43511"	13	FALSE	""
"35203222"	126.043080722537	43.66967	-79.32588	"43.66967,-79.32588"	13	FALSE	""
"24580235"	142.852086099423	45.52416	-73.44514	"45.52416,-73.44514"	13	FALSE	""
"35060127"	335.308837941677	45.47076	-75.52056	"45.47076,-75.52056"	13	FALSE	""
"35431199"	215.598298377426	44.59686	-79.39467	"44.59686,-79.39467"	13	FALSE	""
"35140223"	1171.78828916092	44.01273	-78.18757	"44.01273,-78.18757"	13	FALSE	""
"35600312"	877.260994826881	49.58532	-95.13569	"49.58532,-95.13569"	13	FALSE	""
"24700116"	226.732798034735	45.25905	-74.15	"45.25905,-74.15"	13	FALSE	""
"35070240"	2660.99813618248	44.87822	-75.44705	"44.87822,-75.44705"	13	FALSE	""
"59310141"	1157.23086995418	50.6945	-121.92495	"50.6945,-121.92495"	13	FALSE	""
"35570097"	217.590064054386	46.53133	-84.30278	"46.53133,-84.30278"	13	FALSE	""
"35390034"	477.363391314705	43.0243	-81.25533	"43.0243,-81.25533"	13	FALSE	""
"35480182"	5316.35762574443	46.41614	-79.91893	"46.41614,-79.91893"	13	FALSE	""
"35580465"	1937.43421576243	48.47112	-89.3347	"48.47112,-89.3347"	13	FALSE	""
"59150563"	149.947395662711	49.2328	-123.16077	"49.2328,-123.16077"	13	FALSE	""
"35060970"	488.819979480985	45.40652	-75.65906	"45.40652,-75.65906"	13	FALSE	""
"35250050"	237.853710085575	43.252	-79.96622	"43.252,-79.96622"	13	FALSE	""
"35200280"	203.359095852494	43.77523	-79.34914	"43.77523,-79.34914"	13	FALSE	""
"35260500"	224.899524134641	43.15371	-79.21582	"43.15371,-79.21582"	13	FALSE	""
"24890080"	207.492451774932	48.09874	-77.7731	"48.09874,-77.7731"	13	FALSE	""
"35201847"	191.51959446524	43.73312	-79.57258	"43.73312,-79.57258"	13	FALSE	""
"35180819"	224.290533782997	43.91172	-78.68175	"43.91172,-78.68175"	13	FALSE	""
"35203714"	213.775613632901	43.80128	-79.15447	"43.80128,-79.15447"	13	FALSE	""
"35061855"	344.778563923813	45.25249	-75.91861	"45.25249,-75.91861"	13	FALSE	""
"10020119"	381.322421488121	46.91744	-55.39392	"46.91744,-55.39392"	13	FALSE	""
"24661455"	147.321496710504	45.53363	-73.60269	"45.53363,-73.60269"	13	FALSE	""
"35210997"	369.495754541072	43.63123	-79.60864	"43.63123,-79.60864"	13	FALSE	""
"59370293"	331.538652596034	50.25824	-119.25577	"50.25824,-119.25577"	13	FALSE	""
"48061097"	238.420662906603	51.11331	-113.95771	"51.11331,-113.95771"	13	FALSE	""
"24370211"	3604.87914314731	46.37846	-72.68199	"46.37846,-72.68199"	13	FALSE	""
"35580062"	411.393623896967	48.37697	-89.2486	"48.37697,-89.2486"	13	FALSE	""
"24662283"	224.057210035325	45.44353	-73.82587	"45.44353,-73.82587"	13	FALSE	""
"35470241"	3509.47226054271	45.54463	-76.96045	"45.54463,-76.96045"	13	FALSE	""
"12090685"	1456.038675755	44.67405	-63.85525	"44.67405,-63.85525"	13	FALSE	""
"35204432"	84.964469312671	43.69856	-79.54601	"43.69856,-79.54601"	13	FALSE	""
"35260419"	240.435416375436	43.20278	-79.25693	"43.20278,-79.25693"	13	FALSE	""
"35202213"	159.181786139704	43.69461	-79.4607	"43.69461,-79.4607"	13	FALSE	""
"24380049"	3557.455761806	46.24584	-72.19265	"46.24584,-72.19265"	13	FALSE	""
"35010280"	2946.86466905063	45.13375	-74.91281	"45.13375,-74.91281"	13	FALSE	""
"12090927"	3479.30298833984	44.75572	-63.89154	"44.75572,-63.89154"	13	FALSE	""
"35440180"	1800.37534362383	45.29303	-79.28862	"45.29303,-79.28862"	13	FALSE	""
"35210397"	92.7275112716445	43.52416	-79.6176	"43.52416,-79.6176"	13	FALSE	""
"24661391"	151.79265148041	45.52415	-73.60324	"45.52415,-73.60324"	13	FALSE	""
"24590101"	224.8176653983	45.60035	-73.34406	"45.60035,-73.34406"	13	FALSE	""
"59260395"	904.302730686287	49.67774	-125.04429	"49.67774,-125.04429"	13	FALSE	""
"24640183"	600.068189747333	45.72823	-73.68059	"45.72823,-73.68059"	13	FALSE	""
"24720184"	43.4367426904659	45.46239	-74.09279	"45.46239,-74.09279"	13	FALSE	""
"46200038"	519.517389601376	52.10873	-101.27362	"52.10873,-101.27362"	13	FALSE	""
"35560275"	7395.83662199798	48.56808	-80.46385	"48.56808,-80.46385"	13	FALSE	""
"24810399"	1665.9244311805	45.49039	-75.5718	"45.49039,-75.5718"	13	FALSE	""
"35370816"	2880.52289557808	42.09363	-82.52146	"42.09363,-82.52146"	13	FALSE	""
"35190860"	276.724219365461	43.84504	-79.43881	"43.84504,-79.43881"	13	FALSE	""
"46020115"	2629.94403934994	49.57916	-96.7214	"49.57916,-96.7214"	13	FALSE	""
"24650004"	220.485577456733	45.67098	-73.57292	"45.67098,-73.57292"	13	FALSE	""
"59150940"	384.47840680087	49.26311	-123.24405	"49.26311,-123.24405"	13	FALSE	""
"10010794"	1388.73575034017	47.65036	-52.67828	"47.65036,-52.67828"	13	FALSE	""
"35204661"	156.552497178718	43.64016	-79.43385	"43.64016,-79.43385"	13	FALSE	""
"47030090"	523.178193074611	49.87501	-106.54782	"49.87501,-106.54782"	13	FALSE	""
"24870077"	2842.22857426318	48.6484	-79.17712	"48.6484,-79.17712"	13	FALSE	""
"35200100"	160.149379676132	43.80723	-79.27981	"43.80723,-79.27981"	13	FALSE	""
"24580561"	203.08975500713	45.47425	-73.44543	"45.47425,-73.44543"	13	FALSE	""
"24661353"	104.208739485599	45.51816	-73.61843	"45.51816,-73.61843"	13	FALSE	""
"35181167"	184.409887144657	43.91953	-78.67084	"43.91953,-78.67084"	13	FALSE	""
"48061080"	251.663042814317	51.10849	-113.94456	"51.10849,-113.94456"	13	FALSE	""
"24470220"	425.057927847482	45.41824	-72.71019	"45.41824,-72.71019"	13	FALSE	""
"35320307"	3543.19792021061	43.15733	-80.59269	"43.15733,-80.59269"	13	FALSE	""
"24940077"	620.869573824908	48.39903	-71.14669	"48.39903,-71.14669"	13	FALSE	""
"35390737"	1678.73490707486	42.95987	-81.42354	"42.95987,-81.42354"	13	FALSE	""
"59150387"	150.409563979686	49.23358	-123.08233	"49.23358,-123.08233"	13	FALSE	""
"35200957"	204.715369414522	43.6589	-79.45095	"43.6589,-79.45095"	13	FALSE	""
"35204303"	260.042596199967	43.75829	-79.24107	"43.75829,-79.24107"	13	FALSE	""
"35320191"	335.701341118726	43.12807	-80.74116	"43.12807,-80.74116"	13	FALSE	""
"24470213"	308.708934204609	45.44297	-72.71469	"45.44297,-72.71469"	13	FALSE	""
"24370304"	568.01225364385	46.30587	-72.65301	"46.30587,-72.65301"	13	FALSE	""
"47050239"	326.601338968512	50.10881	-102.82601	"50.10881,-102.82601"	13	FALSE	""
"35580122"	406.248102266184	48.44606	-89.25648	"48.44606,-89.25648"	13	FALSE	""
"35204491"	155.100489605391	43.70367	-79.44397	"43.70367,-79.44397"	13	FALSE	""
"24750142"	728.433023684966	45.85762	-74.0607	"45.85762,-74.0607"	13	FALSE	""
"47140185"	34427.3738224498	52.58308	-102.29749	"52.58308,-102.29749"	13	FALSE	""
"12160023"	5331.18610796469	45.62862	-60.98275	"45.62862,-60.98275"	13	FALSE	""
"35204105"	153.379650624957	43.74663	-79.4899	"43.74663,-79.4899"	13	FALSE	""
"35120120"	334.280792560639	44.17268	-77.35315	"44.17268,-77.35315"	13	FALSE	""
"24360165"	1673.47357892618	46.62727	-72.62371	"46.62727,-72.62371"	13	FALSE	""
"35260366"	180.957061811941	43.13998	-79.2676	"43.13998,-79.2676"	13	FALSE	""
"59151155"	212.737118974133	49.14582	-123.11994	"49.14582,-123.11994"	13	FALSE	""
"59240237"	496.480102560694	49.97921	-125.2397	"49.97921,-125.2397"	13	FALSE	""
"24770078"	892.86278125812	45.94221	-74.14474	"45.94221,-74.14474"	13	FALSE	""
"24662058"	288.17882400111	45.56151	-73.54015	"45.56151,-73.54015"	13	FALSE	""
"24660114"	146.061580130511	45.57788	-73.54185	"45.57788,-73.54185"	13	FALSE	""
"47110590"	796.903803852798	51.89678	-106.05873	"51.89678,-106.05873"	13	FALSE	""
"24560182"	135.974945247584	45.30813	-73.25875	"45.30813,-73.25875"	13	FALSE	""
"35570166"	396.003749903355	46.53335	-84.33305	"46.53335,-84.33305"	13	FALSE	""
"13050104"	6074.26821014007	45.84353	-65.56612	"45.84353,-65.56612"	13	FALSE	""
"48060056"	202.735950108613	51.13803	-114.09731	"51.13803,-114.09731"	13	FALSE	""
"24250067"	224.819098801586	46.65584	-71.29899	"46.65584,-71.29899"	13	FALSE	""
"35290242"	2567.80293890505	43.09192	-80.25075	"43.09192,-80.25075"	13	FALSE	""
"35200200"	259.378559696983	43.79033	-79.31871	"43.79033,-79.31871"	13	FALSE	""
"35203112"	215.301564472192	43.63539	-79.57406	"43.63539,-79.57406"	13	FALSE	""
"24670284"	2220.17889447141	45.32481	-73.66295	"45.32481,-73.66295"	13	FALSE	""
"35300968"	206.096098496205	43.37178	-80.30488	"43.37178,-80.30488"	13	FALSE	""
"59190206"	813.100258435452	48.65393	-123.61368	"48.65393,-123.61368"	13	FALSE	""
"48061994"	190.65796566959	51.12657	-113.94145	"51.12657,-113.94145"	13	FALSE	""
"24460086"	308.339089606647	45.21176	-72.73131	"45.21176,-72.73131"	13	FALSE	""
"13070249"	1547.08729869561	46.26341	-64.57876	"46.26341,-64.57876"	13	FALSE	""
"35190931"	577.250476737816	44.04948	-79.44195	"44.04948,-79.44195"	13	FALSE	""
"59330082"	369.634923003078	50.69908	-120.38193	"50.69908,-120.38193"	13	FALSE	""
"24650533"	209.123144221059	45.58881	-73.77529	"45.58881,-73.77529"	13	FALSE	""
"59230156"	21320.3033921301	48.93447	-124.77305	"48.93447,-124.77305"	13	FALSE	""
"13140120"	278.789276147746	47.99471	-66.69197	"47.99471,-66.69197"	13	FALSE	""
"47170257"	810.22345702577	53.18942	-108.28011	"53.18942,-108.28011"	13	FALSE	""
"48060301"	182.93906008244	51.11221	-114.19684	"51.11221,-114.19684"	13	FALSE	""
"59150210"	290.870614807043	49.31206	-123.0492	"49.31206,-123.0492"	13	FALSE	""
"13050109"	2351.36177570632	45.61742	-65.69989	"45.61742,-65.69989"	13	FALSE	""
"59170594"	406.132337274586	48.44632	-123.30765	"48.44632,-123.30765"	13	FALSE	""
"24230637"	191.381510001042	46.75924	-71.30449	"46.75924,-71.30449"	13	FALSE	""
"24940429"	724.228466763239	48.41387	-71.27086	"48.41387,-71.27086"	13	FALSE	""
"35203242"	219.88705687263	43.68003	-79.27924	"43.68003,-79.27924"	13	FALSE	""
"35530373"	4126.11709433483	46.41377	-80.80942	"46.41377,-80.80942"	13	FALSE	""
"35204413"	120.815888047195	43.69904	-79.51747	"43.69904,-79.51747"	13	FALSE	""
"35300496"	262.599183338863	43.38972	-80.34598	"43.38972,-80.34598"	13	FALSE	""
"48100312"	229.552913141768	53.28148	-110.02659	"53.28148,-110.02659"	13	FALSE	""
"35230355"	1941.41532759313	43.6375	-80.13731	"43.6375,-80.13731"	13	FALSE	""
"48061343"	885.454700527876	50.91656	-114.03194	"50.91656,-114.03194"	13	FALSE	""
"35190290"	308.297853665397	43.81029	-79.47037	"43.81029,-79.47037"	13	FALSE	""
"59152903"	320.252111080569	49.23236	-122.95541	"49.23236,-122.95541"	13	FALSE	""
"48080445"	292.483105573949	52.36469	-114.3703	"52.36469,-114.3703"	13	FALSE	""
"12090652"	287.498864893049	44.65102	-63.73796	"44.65102,-63.73796"	13	FALSE	""
"24310152"	4629.2664493235	46.21535	-71.16222	"46.21535,-71.16222"	13	FALSE	""
"10070531"	364.237831183406	48.64571	-53.11174	"48.64571,-53.11174"	13	FALSE	""
"35190271"	130.330858283265	43.80142	-79.47555	"43.80142,-79.47555"	13	FALSE	""
"46120051"	4349.87356498367	49.92831	-96.52361	"49.92831,-96.52361"	13	FALSE	""
"35360342"	437.345297553087	42.38199	-82.16414	"42.38199,-82.16414"	13	FALSE	""
"24760064"	269.708314443474	45.65034	-74.35111	"45.65034,-74.35111"	13	FALSE	""
"24660089"	132.869436556762	45.59266	-73.5167	"45.59266,-73.5167"	13	FALSE	""
"48060328"	462.159391459526	51.10849	-114.14604	"51.10849,-114.14604"	13	FALSE	""
"35180489"	155.97983985063	43.82823	-79.12803	"43.82823,-79.12803"	13	FALSE	""
"35370413"	1575.50924955242	42.26096	-83.07703	"42.26096,-83.07703"	13	FALSE	""
"13100289"	6312.71926670724	46.10108	-67.22122	"46.10108,-67.22122"	13	FALSE	""
"35370525"	384.490409497801	42.26936	-83.00681	"42.26936,-83.00681"	13	FALSE	""
"24640123"	1302.85822983036	45.76161	-73.68009	"45.76161,-73.68009"	13	FALSE	""
"35203038"	318.34107816708	43.74732	-79.60275	"43.74732,-79.60275"	13	FALSE	""
"35180995"	224.803481091994	43.90338	-78.70315	"43.90338,-78.70315"	13	FALSE	""
"24662010"	134.579114574625	45.55387	-73.57352	"45.55387,-73.57352"	13	FALSE	""
"24650324"	177.929629367802	45.53726	-73.75294	"45.53726,-73.75294"	13	FALSE	""
"59152867"	284.659717395639	49.22309	-122.90619	"49.22309,-122.90619"	13	FALSE	""
"46030069"	12421.9022976809	49.34722	-98.27032	"49.34722,-98.27032"	13	FALSE	""
"24810024"	297.280186929203	45.55981	-75.43223	"45.55981,-75.43223"	13	FALSE	""
"48061560"	380.261124260588	51.13285	-114.17532	"51.13285,-114.17532"	13	FALSE	""
"35211578"	168.635214036477	43.73337	-79.83134	"43.73337,-79.83134"	13	FALSE	""
"12090195"	135.271206048678	44.68754	-63.58184	"44.68754,-63.58184"	13	FALSE	""
"35300076"	304.934713725493	43.47019	-80.50131	"43.47019,-80.50131"	13	FALSE	""
"35260720"	331.765104861149	42.93052	-78.91608	"42.93052,-78.91608"	13	FALSE	""
"59151903"	263.933737239624	49.20153	-122.81486	"49.20153,-122.81486"	13	FALSE	""
"46020106"	3860.62584546407	49.39228	-96.70693	"49.39228,-96.70693"	13	FALSE	""
"47060294"	175.514410430389	50.45878	-104.62138	"50.45878,-104.62138"	13	FALSE	""
"35100148"	143.502301653535	44.23691	-76.53706	"44.23691,-76.53706"	13	FALSE	""
"35200737"	158.896788031919	43.68418	-79.3556	"43.68418,-79.3556"	13	FALSE	""
"12090634"	359.309397047527	44.76883	-63.68906	"44.76883,-63.68906"	13	FALSE	""
"35202930"	187.545773280388	43.69576	-79.4006	"43.69576,-79.4006"	13	FALSE	""
"59151543"	185.546653641824	49.25037	-122.85569	"49.25037,-122.85569"	13	FALSE	""
"24450149"	778.009935353386	45.01214	-72.10352	"45.01214,-72.10352"	13	FALSE	""
"24250310"	1225.21779776282	46.67983	-71.27108	"46.67983,-71.27108"	13	FALSE	""
"59153749"	1340.88168684912	49.1816	-122.44335	"49.1816,-122.44335"	13	FALSE	""
"24230674"	252.132652216917	46.83867	-71.35473	"46.83867,-71.35473"	13	FALSE	""
"24780138"	3050.29589150789	46.10483	-74.18695	"46.10483,-74.18695"	13	FALSE	""
"24250262"	298.127113973359	46.76478	-71.22017	"46.76478,-71.22017"	13	FALSE	""
"24590194"	175.869441807336	45.59349	-73.35231	"45.59349,-73.35231"	13	FALSE	""
"24580596"	232.646937629004	45.5377	-73.33615	"45.5377,-73.33615"	13	FALSE	""
"24800056"	4034.67615070032	45.79456	-75.05771	"45.79456,-75.05771"	13	FALSE	""
"35203938"	121.505959715329	43.81593	-79.21756	"43.81593,-79.21756"	13	FALSE	""
"24580209"	182.161576836592	45.49989	-73.48972	"45.49989,-73.48972"	13	FALSE	""
"59151698"	251.681053777463	49.2742	-122.74202	"49.2742,-122.74202"	13	FALSE	""
"35200567"	191.093413126667	43.6897	-79.33974	"43.6897,-79.33974"	13	FALSE	""
"35010219"	235.816418166299	45.03446	-74.74018	"45.03446,-74.74018"	13	FALSE	""
"35240774"	308.888277389682	43.49578	-79.69349	"43.49578,-79.69349"	13	FALSE	""
"35570104"	236.459579562108	46.52925	-84.23658	"46.52925,-84.23658"	13	FALSE	""
"24260066"	3505.17999727584	46.40854	-71.01468	"46.40854,-71.01468"	13	FALSE	""
"59290164"	630.844844930913	49.39985	-123.5399	"49.39985,-123.5399"	13	FALSE	""
"24730043"	224.73622749722	45.63983	-73.84935	"45.63983,-73.84935"	13	FALSE	""
"24430328"	738.587022600634	45.41503	-71.82473	"45.41503,-71.82473"	13	FALSE	""
"46110533"	334.842935740559	49.87009	-97.07417	"49.87009,-97.07417"	13	FALSE	""
"13150199"	1332.86588400461	47.79082	-64.95838	"47.79082,-64.95838"	13	FALSE	""
"24680074"	1698.98145295119	45.14021	-73.58374	"45.14021,-73.58374"	13	FALSE	""
"24950030"	369.105612137477	48.74015	-69.07583	"48.74015,-69.07583"	13	FALSE	""
"24370287"	274.588221785578	46.37905	-72.49306	"46.37905,-72.49306"	13	FALSE	""
"24660227"	155.147622080649	45.58139	-73.5786	"45.58139,-73.5786"	13	FALSE	""
"24140079"	1174.54248983459	47.36102	-70.018	"47.36102,-70.018"	13	FALSE	""
"35150164"	96.3468339899133	44.29324	-78.34713	"44.29324,-78.34713"	13	FALSE	""
"48100367"	3354.65849797215	53.21629	-112.96372	"53.21629,-112.96372"	13	FALSE	""
"24660914"	146.15417255937	45.43015	-73.6372	"45.43015,-73.6372"	13	FALSE	""
"35280324"	2240.9607595394	42.96821	-80.33122	"42.96821,-80.33122"	13	FALSE	""
"24663218"	218.621808607436	45.58304	-73.54639	"45.58304,-73.54639"	13	FALSE	""
"35280354"	3019.00868837125	42.7334	-80.44407	"42.7334,-80.44407"	13	FALSE	""
"24662153"	157.02660220538	45.47255	-73.60757	"45.47255,-73.60757"	13	FALSE	""
"12170356"	1859.06471839279	46.25358	-60.12331	"46.25358,-60.12331"	13	FALSE	""
"59151822"	210.141937146123	49.22456	-122.69144	"49.22456,-122.69144"	13	FALSE	""
"35180864"	1248.44279848884	44.25267	-79.06984	"44.25267,-79.06984"	13	FALSE	""
"35240284"	382.335883446453	43.43408	-79.73244	"43.43408,-79.73244"	13	FALSE	""
"11010080"	972.559395802107	46.41747	-62.58799	"46.41747,-62.58799"	13	FALSE	""
"24710244"	1216.73233473729	45.35275	-73.89202	"45.35275,-73.89202"	13	FALSE	""
"35200256"	170.624974038035	43.77967	-79.31787	"43.77967,-79.31787"	13	FALSE	""
"59370276"	318.177807399038	50.26771	-119.28054	"50.26771,-119.28054"	13	FALSE	""
"59210313"	333.058872299926	49.22156	-123.95231	"49.22156,-123.95231"	13	FALSE	""
"35310135"	4039.26100167294	43.51276	-81.22189	"43.51276,-81.22189"	13	FALSE	""
"35211552"	236.823318727357	43.70772	-79.77099	"43.70772,-79.77099"	13	FALSE	""
"59070258"	478.267084719961	49.46089	-119.57457	"49.46089,-119.57457"	13	FALSE	""
"35100033"	224.846868473212	44.27051	-76.48308	"44.27051,-76.48308"	13	FALSE	""
"48150133"	171.138271866382	51.08349	-115.33355	"51.08349,-115.33355"	13	FALSE	""
"24610149"	352.073362658021	46.03902	-73.42905	"46.03902,-73.42905"	13	FALSE	""
"35290318"	215.663140826162	43.12752	-80.29104	"43.12752,-80.29104"	13	FALSE	""
"24660264"	233.380876080534	45.57708	-73.58615	"45.57708,-73.58615"	13	FALSE	""
"12170352"	3310.15090772443	46.29334	-60.31626	"46.29334,-60.31626"	13	FALSE	""
"24290063"	3029.0188956634	46.22169	-70.64997	"46.22169,-70.64997"	13	FALSE	""
"35260714"	226.922789031816	42.91828	-78.9225	"42.91828,-78.9225"	13	FALSE	""
"24520088"	1487.27371582935	46.06512	-73.19024	"46.06512,-73.19024"	13	FALSE	""
"24661774"	144.25469613686	45.54575	-73.55373	"45.54575,-73.55373"	13	FALSE	""
"59090764"	578.261183743501	49.06918	-122.37207	"49.06918,-122.37207"	13	FALSE	""
"59090140"	178.538422804786	49.06696	-122.34091	"49.06696,-122.34091"	13	FALSE	""
"48061748"	132.676384442824	51.2776	-113.99193	"51.2776,-113.99193"	13	FALSE	""
"24580367"	177.926545848083	45.4621	-73.47246	"45.4621,-73.47246"	13	FALSE	""
"12040026"	1407.0067374426	44.35208	-64.92263	"44.35208,-64.92263"	13	FALSE	""
"46180096"	5221.52023749666	50.68427	-98.06519	"50.68427,-98.06519"	13	FALSE	""
