"uid"	"qRad"	"qLat"	"qLong"	"qString"	"block"	"isDone"	"timLocs"
"13070081"	247.781082178837	46.10416	-64.81636	"46.10416,-64.81636"	1	FALSE	""
"24580619"	250.54437319241	45.63048	-73.44957	"45.63048,-73.44957"	1	FALSE	""
"35060644"	156.187951886181	45.36512	-75.79563	"45.36512,-75.79563"	1	FALSE	""
"59152568"	237.624801021101	49.07405	-122.67507	"49.07405,-122.67507"	1	FALSE	""
"46110168"	180.763794299447	49.92563	-97.16172	"49.92563,-97.16172"	1	FALSE	""
"24690102"	113.661415378789	45.02629	-74.57369	"45.02629,-74.57369"	1	FALSE	""
"35530111"	292.04040597974	46.525	-80.94677	"46.525,-80.94677"	1	FALSE	""
"59290141"	652.939499178	49.48591	-123.78066	"49.48591,-123.78066"	1	FALSE	""
"24610100"	164.803111933317	46.02322	-73.44134	"46.02322,-73.44134"	1	FALSE	""
"35204852"	274.604056914753	43.7501	-79.33035	"43.7501,-79.33035"	1	FALSE	""
"48150113"	448.349801377378	51.07355	-115.36507	"51.07355,-115.36507"	1	FALSE	""
"59310186"	3441.13942258953	49.8252	-123.20774	"49.8252,-123.20774"	1	FALSE	""
"59370146"	501.333152345872	50.44931	-119.19285	"50.44931,-119.19285"	1	FALSE	""
"24661971"	103.200911198414	45.54264	-73.58791	"45.54264,-73.58791"	1	FALSE	""
"35120159"	227.135042794046	44.17249	-77.40781	"44.17249,-77.40781"	1	FALSE	""
"35201701"	256.982856792954	43.66458	-79.537	"43.66458,-79.537"	1	FALSE	""
"35200380"	234.863954496155	43.74847	-79.36539	"43.74847,-79.36539"	1	FALSE	""
"35580049"	316.235955162361	48.37034	-89.28359	"48.37034,-89.28359"	1	FALSE	""
"48062404"	4673.79114784235	50.92737	-113.7905	"50.92737,-113.7905"	1	FALSE	""
"24650454"	267.448344667889	45.5796	-73.8093	"45.5796,-73.8093"	1	FALSE	""
"35240325"	284.468858009004	43.36875	-79.80973	"43.36875,-79.80973"	1	FALSE	""
"24790128"	4154.39108199611	46.70853	-75.53056	"46.70853,-75.53056"	1	FALSE	""
"10010653"	603.948187404756	47.52983	-52.7964	"47.52983,-52.7964"	1	FALSE	""
"11010069"	630.372867636497	46.18271	-62.53371	"46.18271,-62.53371"	1	FALSE	""
"24230926"	398.446978227796	46.90325	-71.37279	"46.90325,-71.37279"	1	FALSE	""
"24810049"	327.582443529664	45.49642	-75.59799	"45.49642,-75.59799"	1	FALSE	""
"59210433"	681.50888775986	49.13365	-123.9283	"49.13365,-123.9283"	1	FALSE	""
"35370365"	238.109073631277	42.26709	-83.02181	"42.26709,-83.02181"	1	FALSE	""
"47060598"	481.697804407065	50.93915	-104.36129	"50.93915,-104.36129"	1	FALSE	""
"47160193"	382.758846654438	53.21236	-107.13296	"53.21236,-107.13296"	1	FALSE	""
"59152278"	124.854488774778	49.12024	-122.88145	"49.12024,-122.88145"	1	FALSE	""
"24663208"	144.400912446966	45.47817	-73.62732	"45.47817,-73.62732"	1	FALSE	""
"24460078"	3199.85661626066	45.24204	-72.41666	"45.24204,-72.41666"	1	FALSE	""
"59260394"	333.112268440386	49.6811	-125.02566	"49.6811,-125.02566"	1	FALSE	""
"24470203"	261.152396874864	45.42121	-72.73137	"45.42121,-72.73137"	1	FALSE	""
"35020167"	3061.48070843234	45.24908	-75.18405	"45.24908,-75.18405"	1	FALSE	""
"24790114"	494.362248057089	46.54556	-75.51251	"46.54556,-75.51251"	1	FALSE	""
"35204488"	111.258472081671	43.70337	-79.44011	"43.70337,-79.44011"	1	FALSE	""
"48060533"	151.355257492403	50.95169	-114.08079	"50.95169,-114.08079"	1	FALSE	""
"24650243"	235.473994277928	45.60955	-73.65166	"45.60955,-73.65166"	1	FALSE	""
"24660027"	215.655073023436	45.66513	-73.49681	"45.66513,-73.49681"	1	FALSE	""
"24660645"	166.002677182681	45.47911	-73.62299	"45.47911,-73.62299"	1	FALSE	""
"35360253"	494.139426135399	42.42116	-82.20014	"42.42116,-82.20014"	1	FALSE	""
"46111051"	230.761601271668	49.85819	-97.19033	"49.85819,-97.19033"	1	FALSE	""
"24140057"	3167.94017873009	47.54846	-69.78783	"47.54846,-69.78783"	1	FALSE	""
"35061323"	391.607881201207	45.32749	-75.78448	"45.32749,-75.78448"	1	FALSE	""
"13060031"	327.551598525917	46.06025	-64.80775	"46.06025,-64.80775"	1	FALSE	""
"59153689"	451.977650163417	49.26828	-123.12913	"49.26828,-123.12913"	1	FALSE	""
"10040109"	17878.3955759857	48.1746	-58.92042	"48.1746,-58.92042"	1	FALSE	""
"13070284"	2915.2722823348	46.06173	-64.55232	"46.06173,-64.55232"	1	FALSE	""
"35280228"	4814.55848227717	42.89886	-79.78464	"42.89886,-79.78464"	1	FALSE	""
"35202972"	232.852877132001	43.698	-79.53055	"43.698,-79.53055"	1	FALSE	""
"24580601"	286.376942294094	45.53788	-73.36253	"45.53788,-73.36253"	1	FALSE	""
"35320224"	204.673401929219	43.04087	-80.87494	"43.04087,-80.87494"	1	FALSE	""
"24220062"	1617.69568064806	47.00032	-71.20517	"47.00032,-71.20517"	1	FALSE	""
"59090458"	513.419157616093	49.8895	-122.30486	"49.8895,-122.30486"	1	FALSE	""
"47110369"	254.416953078094	52.1417	-106.71862	"52.1417,-106.71862"	1	FALSE	""
"10080219"	2072.4772498819	49.58663	-56.17963	"49.58663,-56.17963"	1	FALSE	""
"59170567"	356.254384199241	48.48018	-123.33261	"48.48018,-123.33261"	1	FALSE	""
"12090342"	138.216227250634	44.65192	-63.58733	"44.65192,-63.58733"	1	FALSE	""
"59151661"	160.762208363386	49.29113	-122.78009	"49.29113,-122.78009"	1	FALSE	""
"35340125"	386.14780301438	42.77954	-81.18168	"42.77954,-81.18168"	1	FALSE	""
"35180156"	254.309604621263	43.89458	-78.85606	"43.89458,-78.85606"	1	FALSE	""
"35340158"	1328.39100333679	42.82194	-80.95884	"42.82194,-80.95884"	1	FALSE	""
"59150254"	239.069706295197	49.28509	-122.95467	"49.28509,-122.95467"	1	FALSE	""
"35260550"	214.974225280271	43.18812	-79.22341	"43.18812,-79.22341"	1	FALSE	""
"59330057"	271.576410861158	50.67412	-120.34502	"50.67412,-120.34502"	1	FALSE	""
"24580434"	223.187546599868	45.49008	-73.3953	"45.49008,-73.3953"	1	FALSE	""
"24662561"	133.57243418964	45.53912	-73.70025	"45.53912,-73.70025"	1	FALSE	""
"35390764"	3485.90419176539	42.91291	-81.60326	"42.91291,-81.60326"	1	FALSE	""
"35210735"	182.184506644294	43.51345	-79.65118	"43.51345,-79.65118"	1	FALSE	""
"13100308"	2292.53998172494	45.9929	-66.85558	"45.9929,-66.85558"	1	FALSE	""
"24650228"	287.405860770784	45.60137	-73.6777	"45.60137,-73.6777"	1	FALSE	""
"35204089"	86.6469436286665	43.67671	-79.36043	"43.67671,-79.36043"	1	FALSE	""
"46110013"	148.921732110932	49.94396	-97.12378	"49.94396,-97.12378"	1	FALSE	""
"59153039"	220.6806897995	49.26049	-122.75302	"49.26049,-122.75302"	1	FALSE	""
"24520067"	402.168039446255	46.29341	-73.3775	"46.29341,-73.3775"	1	FALSE	""
"24670082"	173.963077861574	45.38234	-73.52975	"45.38234,-73.52975"	1	FALSE	""
"35204386"	187.675807402802	43.7112	-79.40702	"43.7112,-79.40702"	1	FALSE	""
"24200016"	2098.87957949393	46.87032	-71.01092	"46.87032,-71.01092"	1	FALSE	""
"24870080"	4913.84984943543	48.61448	-79.26938	"48.61448,-79.26938"	1	FALSE	""
"24660273"	140.091618236844	45.58428	-73.59454	"45.58428,-73.59454"	1	FALSE	""
"35180442"	400.627499975877	43.8351	-79.08572	"43.8351,-79.08572"	1	FALSE	""
"24663136"	1040.4321522448	45.44227	-73.79335	"45.44227,-73.79335"	1	FALSE	""
"24560146"	239.498639093524	45.35196	-73.2796	"45.35196,-73.2796"	1	FALSE	""
"24700138"	190.383647802541	45.25942	-74.12436	"45.25942,-74.12436"	1	FALSE	""
"24870078"	3973.68570178183	48.66455	-79.23188	"48.66455,-79.23188"	1	FALSE	""
"24970126"	3955.8320680447	50.14292	-66.67396	"50.14292,-66.67396"	1	FALSE	""
"12130025"	3103.41606083704	45.37578	-61.52508	"45.37578,-61.52508"	1	FALSE	""
"24460156"	5408.20420173421	45.0736	-72.6234	"45.0736,-72.6234"	1	FALSE	""
"35202440"	256.311500613684	43.78439	-79.39908	"43.78439,-79.39908"	1	FALSE	""
"35202348"	205.440222126438	43.72375	-79.39693	"43.72375,-79.39693"	1	FALSE	""
"35204577"	191.727444800333	43.66212	-79.34623	"43.66212,-79.34623"	1	FALSE	""
"24390168"	277.015561796563	46.05056	-72.00138	"46.05056,-72.00138"	1	FALSE	""
"24660093"	185.885299662854	45.58844	-73.51044	"45.58844,-73.51044"	1	FALSE	""
"35180058"	1773.12144722955	44.20802	-78.97212	"44.20802,-78.97212"	1	FALSE	""
"24430013"	195.620975267183	45.41683	-71.87565	"45.41683,-71.87565"	1	FALSE	""
"24650041"	295.626684111016	45.64304	-73.748	"45.64304,-73.748"	1	FALSE	""
"24250217"	216.405822159823	46.81737	-71.18131	"46.81737,-71.18131"	1	FALSE	""
"46110184"	173.503602827697	49.95314	-97.18109	"49.95314,-97.18109"	1	FALSE	""
"24580157"	229.59159361032	45.50666	-73.5143	"45.50666,-73.5143"	1	FALSE	""
"35250409"	161.022262778716	43.26331	-79.88633	"43.26331,-79.88633"	1	FALSE	""
"47110086"	292.639383873075	52.11045	-106.64947	"52.11045,-106.64947"	1	FALSE	""
"24460146"	1614.70138982908	45.16345	-72.7787	"45.16345,-72.7787"	1	FALSE	""
"24230556"	390.551641609643	46.76318	-71.35456	"46.76318,-71.35456"	1	FALSE	""
"35260427"	243.4569855475	43.1932	-79.23784	"43.1932,-79.23784"	1	FALSE	""
"48020309"	360.520765224474	49.72547	-112.62218	"49.72547,-112.62218"	1	FALSE	""
"24660323"	165.137725139241	45.58642	-73.61472	"45.58642,-73.61472"	1	FALSE	""
"35120273"	1304.36454438512	44.20063	-77.39601	"44.20063,-77.39601"	1	FALSE	""
"59152046"	210.928002238835	49.13204	-122.82839	"49.13204,-122.82839"	1	FALSE	""
"24920099"	7872.32749897536	48.93746	-71.93497	"48.93746,-71.93497"	1	FALSE	""
"59154006"	170.785884013515	49.28232	-122.82265	"49.28232,-122.82265"	1	FALSE	""
"35320186"	275.065939234653	43.13128	-80.7549	"43.13128,-80.7549"	1	FALSE	""
"35480190"	256.536336901962	46.37074	-79.9242	"46.37074,-79.9242"	1	FALSE	""
"35060229"	188.923384045558	45.45443	-75.65285	"45.45443,-75.65285"	1	FALSE	""
"35200233"	199.636767084644	43.77878	-79.29276	"43.77878,-79.29276"	1	FALSE	""
"35430601"	330.308957500774	44.73543	-79.87765	"44.73543,-79.87765"	1	FALSE	""
"46111186"	315.308263217956	49.8848	-97.14577	"49.8848,-97.14577"	1	FALSE	""
"24640010"	224.575793219305	45.75164	-73.60766	"45.75164,-73.60766"	1	FALSE	""
"59410293"	474.040666741371	52.97311	-122.42292	"52.97311,-122.42292"	1	FALSE	""
"35390732"	1402.68984030427	42.98551	-81.36945	"42.98551,-81.36945"	1	FALSE	""
"35203881"	142.523853208047	43.67954	-79.30886	"43.67954,-79.30886"	1	FALSE	""
"13100288"	329.477818476323	45.99688	-67.2417	"45.99688,-67.2417"	1	FALSE	""
"35202598"	221.093583293548	43.7575	-79.41261	"43.7575,-79.41261"	1	FALSE	""
"46140056"	9333.40028986671	50.09225	-97.68454	"50.09225,-97.68454"	1	FALSE	""
"59170661"	257.551333078039	48.38324	-123.73577	"48.38324,-123.73577"	1	FALSE	""
"59153351"	364.149618181471	49.13752	-123.12232	"49.13752,-123.12232"	1	FALSE	""
"35250224"	142.536663835758	43.2259	-79.78388	"43.2259,-79.78388"	1	FALSE	""
"35580092"	174.896077146858	48.38215	-89.28148	"48.38215,-89.28148"	1	FALSE	""
"35580134"	220.140500170406	48.45023	-89.23076	"48.45023,-89.23076"	1	FALSE	""
"35020100"	237.82330906296	45.56078	-74.87564	"45.56078,-74.87564"	1	FALSE	""
"13100311"	4493.41582151476	45.95341	-66.76557	"45.95341,-66.76557"	1	FALSE	""
"47050185"	913.636910821453	50.38159	-101.68936	"50.38159,-101.68936"	1	FALSE	""
"24100154"	10808.2717720915	48.20935	-68.71198	"48.20935,-68.71198"	1	FALSE	""
"24650148"	196.785864016802	45.57797	-73.71474	"45.57797,-73.71474"	1	FALSE	""
"24660435"	142.20100703603	45.54366	-73.61816	"45.54366,-73.61816"	1	FALSE	""
"35390913"	418.853914382796	42.93934	-81.30089	"42.93934,-81.30089"	1	FALSE	""
"59170425"	941.812315823406	48.43389	-123.47011	"48.43389,-123.47011"	1	FALSE	""
"46110199"	173.897742272502	49.94809	-97.19888	"49.94809,-97.19888"	1	FALSE	""
"24580062"	163.213127521512	45.53392	-73.49675	"45.53392,-73.49675"	1	FALSE	""
"35540119"	294.775647383571	47.50687	-79.69258	"47.50687,-79.69258"	1	FALSE	""
"35180114"	293.270286491363	43.90975	-78.86068	"43.90975,-78.86068"	1	FALSE	""
"47070127"	1016.14915381862	51.06661	-106.52797	"51.06661,-106.52797"	1	FALSE	""
"48060271"	211.519699187847	51.11344	-114.17245	"51.11344,-114.17245"	1	FALSE	""
"35370684"	533.770670739182	42.235	-83.06903	"42.235,-83.06903"	1	FALSE	""
"59230096"	16439.4009980317	49.35797	-125.06838	"49.35797,-125.06838"	1	FALSE	""
"48062061"	10359.5729364468	50.52363	-113.64953	"50.52363,-113.64953"	1	FALSE	""
"35181130"	311.205133859407	43.94831	-78.86999	"43.94831,-78.86999"	1	FALSE	""
"24430163"	206.587278438537	45.40125	-71.90451	"45.40125,-71.90451"	1	FALSE	""
"35211900"	115.955936612961	43.69773	-79.83129	"43.69773,-79.83129"	1	FALSE	""
"24730213"	318.077257075837	45.65288	-73.86569	"45.65288,-73.86569"	1	FALSE	""
"12090965"	190.454917557416	44.63895	-63.57606	"44.63895,-63.57606"	1	FALSE	""
"35200454"	310.974849320513	43.72863	-79.31729	"43.72863,-79.31729"	1	FALSE	""
"35060954"	143.407168795986	45.36989	-75.61558	"45.36989,-75.61558"	1	FALSE	""
"48010151"	267.962936960406	50.01493	-110.64861	"50.01493,-110.64861"	1	FALSE	""
"35570064"	312.818094120012	46.51162	-84.29284	"46.51162,-84.29284"	1	FALSE	""
"24810028"	215.818403220616	45.54598	-75.41236	"45.54598,-75.41236"	1	FALSE	""
"10040116"	4080.29730708512	48.48524	-59.20822	"48.48524,-59.20822"	1	FALSE	""
"35360324"	267.915112983914	42.39249	-82.16725	"42.39249,-82.16725"	1	FALSE	""
"24650361"	168.747560264727	45.53192	-73.77451	"45.53192,-73.77451"	1	FALSE	""
"24710074"	308.713748480996	45.36584	-73.99268	"45.36584,-73.99268"	1	FALSE	""
"48061966"	5146.07770405568	51.05202	-113.69443	"51.05202,-113.69443"	1	FALSE	""
"48060685"	205.990444685769	51.02655	-114.14912	"51.02655,-114.14912"	1	FALSE	""
"59153466"	397.363814180434	49.28723	-123.11229	"49.28723,-123.11229"	1	FALSE	""
"35260146"	324.92933612452	42.98061	-79.2438	"42.98061,-79.2438"	1	FALSE	""
"35203929"	274.518857170068	43.81288	-79.31705	"43.81288,-79.31705"	1	FALSE	""
"35202342"	263.152206937636	43.72108	-79.40859	"43.72108,-79.40859"	1	FALSE	""
"59330098"	259.130303328303	50.70736	-120.38424	"50.70736,-120.38424"	1	FALSE	""
"48060425"	329.81609522709	51.09305	-114.11366	"51.09305,-114.11366"	1	FALSE	""
"47030083"	364.359944038993	49.66856	-106.83838	"49.66856,-106.83838"	1	FALSE	""
"59153171"	143.351602673317	49.27746	-123.13657	"49.27746,-123.13657"	1	FALSE	""
"35300760"	1596.16221547201	43.50471	-80.66272	"43.50471,-80.66272"	1	FALSE	""
"35300212"	206.726980921237	43.42165	-80.52468	"43.42165,-80.52468"	1	FALSE	""
"24970136"	3074.08779841848	50.02081	-66.96622	"50.02081,-66.96622"	1	FALSE	""
"24661912"	106.391573869917	45.53179	-73.57455	"45.53179,-73.57455"	1	FALSE	""
"35202902"	160.680836921834	43.70313	-79.40951	"43.70313,-79.40951"	1	FALSE	""
"35060761"	202.973566179284	45.29046	-75.86326	"45.29046,-75.86326"	1	FALSE	""
"59350275"	968.257700226314	49.93213	-119.36166	"49.93213,-119.36166"	1	FALSE	""
"47100151"	19071.1757392549	51.5455	-103.56917	"51.5455,-103.56917"	1	FALSE	""
"35090112"	565.240297418542	45.21926	-76.20065	"45.21926,-76.20065"	1	FALSE	""
"35290047"	362.648723570081	43.14089	-80.28224	"43.14089,-80.28224"	1	FALSE	""
"59152468"	325.732845057372	49.23218	-122.62614	"49.23218,-122.62614"	1	FALSE	""
"35200435"	176.547627340269	43.74742	-79.2936	"43.74742,-79.2936"	1	FALSE	""
"59150126"	258.75778762939	49.35318	-123.09027	"49.35318,-123.09027"	1	FALSE	""
"24100116"	235.025105464756	48.43113	-68.54567	"48.43113,-68.54567"	1	FALSE	""
"35211465"	278.151450723232	43.63696	-79.59829	"43.63696,-79.59829"	1	FALSE	""
"24230559"	293.630881668614	46.75924	-71.35809	"46.75924,-71.35809"	1	FALSE	""
"24810330"	217.314470154929	45.39599	-75.85166	"45.39599,-75.85166"	1	FALSE	""
"35220095"	247.054110515035	43.91128	-80.09659	"43.91128,-80.09659"	1	FALSE	""
"35201858"	178.466022093369	43.74103	-79.57776	"43.74103,-79.57776"	1	FALSE	""
"47050178"	705.452724225834	50.84076	-101.6964	"50.84076,-101.6964"	1	FALSE	""
"24661877"	175.429534854987	45.53233	-73.55605	"45.53233,-73.55605"	1	FALSE	""
"59270064"	449.061975161381	49.84043	-124.52851	"49.84043,-124.52851"	1	FALSE	""
"35020116"	3255.05579923727	45.47838	-75.26655	"45.47838,-75.26655"	1	FALSE	""
"35380297"	1541.92516426976	43.04786	-82.19752	"43.04786,-82.19752"	1	FALSE	""
"13070257"	2395.45959277532	46.15472	-64.90002	"46.15472,-64.90002"	1	FALSE	""
"24580201"	147.00944116629	45.49809	-73.48077	"45.49809,-73.48077"	1	FALSE	""
"35480179"	1004.75358065707	46.98247	-80.06836	"46.98247,-80.06836"	1	FALSE	""
"24470228"	207.810119249793	45.40801	-72.73154	"45.40801,-72.73154"	1	FALSE	""
"24700162"	278.493307432622	45.24741	-74.15311	"45.24741,-74.15311"	1	FALSE	""
"10100083"	1129.78636771922	52.90083	-66.87101	"52.90083,-66.87101"	1	FALSE	""
"24710253"	264.517943727162	45.36995	-73.98122	"45.36995,-73.98122"	1	FALSE	""
"24250041"	442.251987215029	46.71324	-71.28569	"46.71324,-71.28569"	1	FALSE	""
"48062091"	8529.5064222749	51.26273	-114.609	"51.26273,-114.609"	1	FALSE	""
"24650433"	166.75199197356	45.56764	-73.8364	"45.56764,-73.8364"	1	FALSE	""
"35260636"	260.13040560261	43.10419	-79.13414	"43.10419,-79.13414"	1	FALSE	""
"35211626"	3161.51561044431	43.90444	-79.97054	"43.90444,-79.97054"	1	FALSE	""
"24800069"	3834.46855366141	45.61952	-75.21369	"45.61952,-75.21369"	1	FALSE	""
"48060979"	239.848324306729	51.06125	-113.97828	"51.06125,-113.97828"	1	FALSE	""
"12090992"	925.476047537867	44.81647	-63.6341	"44.81647,-63.6341"	1	FALSE	""
"59170281"	145.348299098131	48.42205	-123.35621	"48.42205,-123.35621"	1	FALSE	""
"47110471"	481.176206185507	52.13995	-106.74169	"52.13995,-106.74169"	1	FALSE	""
"24710150"	309.972250114969	45.45831	-74.14502	"45.45831,-74.14502"	1	FALSE	""
"24850060"	1636.38617480109	47.3308	-79.45935	"47.3308,-79.45935"	1	FALSE	""
"47110068"	230.326361345709	52.1234	-106.67332	"52.1234,-106.67332"	1	FALSE	""
"48061068"	172.08628919737	51.09767	-113.95051	"51.09767,-113.95051"	1	FALSE	""
"35370628"	2608.21333110036	42.16216	-82.6679	"42.16216,-82.6679"	1	FALSE	""
"24661473"	168.999341970465	45.54507	-73.6072	"45.54507,-73.6072"	1	FALSE	""
"24210048"	979.01460163329	47.05097	-70.90187	"47.05097,-70.90187"	1	FALSE	""
"35390749"	2385.75002454273	42.82464	-81.41504	"42.82464,-81.41504"	1	FALSE	""
"59210291"	10695.6350713126	49.25329	-123.9221	"49.25329,-123.9221"	1	FALSE	""
"35204440"	232.241365608158	43.70178	-79.49605	"43.70178,-79.49605"	1	FALSE	""
"59150517"	205.899746317279	49.22262	-123.12386	"49.22262,-123.12386"	1	FALSE	""
"35180103"	159.771107315078	43.91961	-78.85627	"43.91961,-78.85627"	1	FALSE	""
"46110007"	240.185411672675	49.95243	-97.12785	"49.95243,-97.12785"	1	FALSE	""
"35060697"	551.92094859359	45.25687	-75.91107	"45.25687,-75.91107"	1	FALSE	""
"35060618"	153.243026415788	45.31761	-75.83712	"45.31761,-75.83712"	1	FALSE	""
"35430750"	1625.29426346462	44.16738	-79.60407	"44.16738,-79.60407"	1	FALSE	""
"35431300"	703.917423056577	44.22457	-79.54071	"44.22457,-79.54071"	1	FALSE	""
"35061797"	175.096993124514	45.43416	-75.67963	"45.43416,-75.67963"	1	FALSE	""
"48060837"	336.811884564768	51.041	-114.13761	"51.041,-114.13761"	1	FALSE	""
"12120109"	2433.75553427759	45.60214	-62.68471	"45.60214,-62.68471"	1	FALSE	""
"35470202"	434.45778745967	45.81818	-77.1418	"45.81818,-77.1418"	1	FALSE	""
"35230360"	262.770177176618	43.60831	-80.13747	"43.60831,-80.13747"	1	FALSE	""
"24663052"	241.685039140743	45.50186	-73.85274	"45.50186,-73.85274"	1	FALSE	""
"24370165"	271.36326421255	46.32262	-72.57962	"46.32262,-72.57962"	1	FALSE	""
"24650357"	134.028543186917	45.53258	-73.7711	"45.53258,-73.7711"	1	FALSE	""
"59151824"	315.971213065156	49.22711	-122.68366	"49.22711,-122.68366"	1	FALSE	""
"48080285"	2017.97135934613	52.48876	-113.82364	"52.48876,-113.82364"	1	FALSE	""
"13090110"	3312.68249065202	47.29814	-65.06782	"47.29814,-65.06782"	1	FALSE	""
"35240714"	181.747694125398	43.45256	-79.75278	"43.45256,-79.75278"	1	FALSE	""
"10050100"	4638.48251511726	48.91965	-57.88241	"48.91965,-57.88241"	1	FALSE	""
"24100139"	1253.30581653902	48.37241	-68.50723	"48.37241,-68.50723"	1	FALSE	""
"12160022"	6935.54908051038	45.69609	-60.95253	"45.69609,-60.95253"	1	FALSE	""
"24661409"	240.253742119028	45.512	-73.6115	"45.512,-73.6115"	1	FALSE	""
"24960082"	181.23512017768	49.19513	-68.25884	"49.19513,-68.25884"	1	FALSE	""
"59210293"	379.256849781238	49.24106	-124.02294	"49.24106,-124.02294"	1	FALSE	""
"35120277"	2216.63089757525	44.23275	-77.48085	"44.23275,-77.48085"	1	FALSE	""
"35360271"	414.718332273062	42.58623	-82.37618	"42.58623,-82.37618"	1	FALSE	""
"24660741"	164.099905058351	45.46238	-73.62809	"45.46238,-73.62809"	1	FALSE	""
"35200242"	235.819945881284	43.77258	-79.30019	"43.77258,-79.30019"	1	FALSE	""
"24650582"	244.650887578175	45.56955	-73.81816	"45.56955,-73.81816"	1	FALSE	""
"35250739"	192.032726319611	43.23633	-79.81031	"43.23633,-79.81031"	1	FALSE	""
"35220065"	4278.07065930367	44.21371	-80.17432	"44.21371,-80.17432"	1	FALSE	""
"35390697"	166.382531738099	43.01072	-81.30355	"43.01072,-81.30355"	1	FALSE	""
"35300382"	176.896378004679	43.4544	-80.49054	"43.4544,-80.49054"	1	FALSE	""
"47140183"	1376.17144389377	52.8466	-102.38155	"52.8466,-102.38155"	1	FALSE	""
"24890168"	2902.48970352501	48.17836	-77.69842	"48.17836,-77.69842"	1	FALSE	""
"48061157"	187.220014134276	51.02615	-113.97263	"51.02615,-113.97263"	1	FALSE	""
"13100282"	1202.69450025733	45.88877	-67.46402	"45.88877,-67.46402"	1	FALSE	""
"35204411"	120.176885497662	43.69827	-79.51374	"43.69827,-79.51374"	1	FALSE	""
"35340145"	364.10628928846	42.76853	-80.99314	"42.76853,-80.99314"	1	FALSE	""
"35180242"	181.332369999113	43.89259	-78.91308	"43.89259,-78.91308"	1	FALSE	""
"24550044"	2393.3600731118	45.43017	-73.00368	"45.43017,-73.00368"	1	FALSE	""
"24662779"	130.20723458169	45.61894	-73.62406	"45.61894,-73.62406"	1	FALSE	""
"47110304"	178.963153976168	52.14595	-106.60054	"52.14595,-106.60054"	1	FALSE	""
"35370193"	69.7029988298029	42.31638	-83.04003	"42.31638,-83.04003"	1	FALSE	""
"48140075"	33476.7585411744	53.25948	-116.59333	"53.25948,-116.59333"	1	FALSE	""
"59151359"	170.913325192603	49.24361	-123.03798	"49.24361,-123.03798"	1	FALSE	""
"35190345"	192.200673455638	43.80082	-79.46091	"43.80082,-79.46091"	1	FALSE	""
"35400129"	3352.7530715881	43.65787	-81.51327	"43.65787,-81.51327"	1	FALSE	""
"24530131"	421.951811141696	45.88863	-73.14958	"45.88863,-73.14958"	1	FALSE	""
"35390342"	160.155996782546	42.99507	-81.31087	"42.99507,-81.31087"	1	FALSE	""
"24662788"	149.34922797279	45.60853	-73.6256	"45.60853,-73.6256"	1	FALSE	""
"35202007"	168.645417088566	43.76082	-79.49305	"43.76082,-79.49305"	1	FALSE	""
"35580427"	3989.29964876938	49.01607	-88.30315	"49.01607,-88.30315"	1	FALSE	""
"48090082"	7789.84192636299	51.95453	-114.60025	"51.95453,-114.60025"	1	FALSE	""
"24120066"	200.517419963816	47.82691	-69.52194	"47.82691,-69.52194"	1	FALSE	""
"35200595"	133.728457859418	43.68485	-79.30993	"43.68485,-79.30993"	1	FALSE	""
"35061859"	1777.92407403434	45.25513	-75.88839	"45.25513,-75.88839"	1	FALSE	""
"35180918"	174.707394426978	43.87214	-79.04715	"43.87214,-79.04715"	1	FALSE	""
"35210719"	249.322018202253	43.55472	-79.63459	"43.55472,-79.63459"	1	FALSE	""
"24640273"	135.078898878378	45.70119	-73.63204	"45.70119,-73.63204"	1	FALSE	""
"35100317"	1289.03433373167	44.26836	-76.5553	"44.26836,-76.5553"	1	FALSE	""
"10010820"	225.990839991328	47.53522	-52.85314	"47.53522,-52.85314"	1	FALSE	""
"59370168"	247.510686306033	50.27099	-119.25281	"50.27099,-119.25281"	1	FALSE	""
"13030052"	595.88925133763	45.8959	-66.5724	"45.8959,-66.5724"	1	FALSE	""
"59450026"	1038.80287451305	52.15424	-128.14592	"52.15424,-128.14592"	1	FALSE	""
"35180635"	288.239289530201	43.88828	-78.84275	"43.88828,-78.84275"	1	FALSE	""
"24661820"	116.854210375014	45.53523	-73.58151	"45.53523,-73.58151"	1	FALSE	""
"24890128"	258.489087612005	48.13223	-78.12226	"48.13223,-78.12226"	1	FALSE	""
"59150250"	303.289716904472	49.31213	-122.95332	"49.31213,-122.95332"	1	FALSE	""
"35300639"	714.793173002212	43.34323	-80.31896	"43.34323,-80.31896"	1	FALSE	""
"59350315"	815.52809000424	49.83742	-119.63737	"49.83742,-119.63737"	1	FALSE	""
"24130039"	4727.86582037477	47.99755	-68.63497	"47.99755,-68.63497"	1	FALSE	""
"35320154"	2207.53361458506	43.29154	-80.5847	"43.29154,-80.5847"	1	FALSE	""
"35200255"	289.209588598398	43.77958	-79.31393	"43.77958,-79.31393"	1	FALSE	""
"59153103"	143.766366866854	49.13534	-123.12868	"49.13534,-123.12868"	1	FALSE	""
"48080104"	202.958891840419	52.28527	-113.82423	"52.28527,-113.82423"	1	FALSE	""
"48061260"	251.756323143367	50.93705	-114.03768	"50.93705,-114.03768"	1	FALSE	""
"35060048"	184.799763894899	45.48633	-75.50847	"45.48633,-75.50847"	1	FALSE	""
"59151346"	155.221851291011	49.2336	-123.0145	"49.2336,-123.0145"	1	FALSE	""
